MOVIE,QUESTION1,QUESTION2,QUESTION3,QUESTION4,QUESTION5
Gone Girl (2014),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Shutter Island (2010),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Shutter Island (2010),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Shutter Island (2010),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Shutter Island (2010),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Shutter Island (2010),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Shutter Island (2010),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Shutter Island (2010),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Shutter Island (2010),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Shutter Island (2010),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Shutter Island (2010),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Shutter Island (2010),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Shutter Island (2010),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
In the Name of the Father (1993),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
In the Name of the Father (1993),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
In the Name of the Father (1993),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
In the Name of the Father (1993),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
In the Name of the Father (1993),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
In the Name of the Father (1993),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
In the Name of the Father (1993),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
In the Name of the Father (1993),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
In the Name of the Father (1993),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
In the Name of the Father (1993),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
In the Name of the Father (1993),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
In the Name of the Father (1993),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Rush (2013),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Rush (2013),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Rush (2013),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Rush (2013),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Rush (2013),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Rush (2013),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Rush (2013),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Rush (2013),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Rush (2013),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Rush (2013),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Rush (2013),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Rush (2013),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Hotel Rwanda (2004),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Hotel Rwanda (2004),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Hotel Rwanda (2004),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Hotel Rwanda (2004),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Hotel Rwanda (2004),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Hotel Rwanda (2004),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Hotel Rwanda (2004),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Hotel Rwanda (2004),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Hotel Rwanda (2004),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Hotel Rwanda (2004),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Hotel Rwanda (2004),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Hotel Rwanda (2004),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Song of the Sea (2014),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Song of the Sea (2014),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Song of the Sea (2014),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Song of the Sea (2014),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Song of the Sea (2014),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Song of the Sea (2014),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Song of the Sea (2014),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Song of the Sea (2014),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
